MW,cLogP,TPSA,HBD,HBA,RotB,RingCount,AromRings,FracCsp3,HeavyAtoms,FormalCharge,QED,BertzCT,NumHeteroatoms,StereoCentres,dataset,mol_id,smiles,pchembl,n_meas,endpoints,scaffold,Lipinski_viol,Veber_ok,lig_id
465.5540000000002,2.6102,100.68,1,5,7,4,3,0.44,34,0,0.5781411307389362,1209.0880295420727,9,2,InhA_enzyme,CHEMBL3125280,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)N(CC)CC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,6.02,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Ld7320f6f
477.5650000000002,2.8006,109.47,2,5,6,5,3,0.4615384615384615,35,0,0.5674641419257856,1255.655881461542,9,2,InhA_enzyme,CHEMBL3125238,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NC3CCCC3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.4,1,IC50,O=C(NC1CC(C(=O)NC2CCCC2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Led281c87
493.52000000000027,1.173499999999999,135.76999999999998,2,7,6,5,3,0.4,36,0,0.4922361085618606,1343.6633239639234,11,3,InhA_enzyme,CHEMBL3125236,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NC3CCOC3=O)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.1,1,IC50,O=C(NC1CC(C(=O)NC2CCOC2=O)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L2c6a82c4
481.5090000000002,1.031,135.76999999999998,2,7,7,4,3,0.375,35,0,0.4812483116596727,1278.4221740550047,11,2,InhA_enzyme,CHEMBL3125276,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC(=O)OC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.3,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L7ec396b0
495.5360000000003,1.5139,135.76999999999998,2,7,8,4,3,0.4,36,0,0.4523107707986777,1295.090404488481,11,2,InhA_enzyme,CHEMBL3125266,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC(=O)OC)N(C(=O)c3coc4ccccc34)C2)n(CC)n1,8.52,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Lb207732c
491.4700000000002,2.4203,109.47,2,5,6,4,3,0.391304347826087,35,0,0.5506231286825068,1265.5607266374088,12,2,InhA_enzyme,CHEMBL3125281,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC(F)(F)F)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.34,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L5500d360
493.56400000000025,2.036999999999999,118.7,2,6,7,5,3,0.4615384615384615,36,0,0.5200429822705895,1274.7423703893835,10,3,InhA_enzyme,CHEMBL3125237,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC3CCCO3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.35,1,IC50,O=C(NC1CC(C(=O)NCC2CCCO2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L8b35b4b2
555.4000000000001,1.3170000000000002,138.93,3,7,7,6,4,0.3103448275862069,41,0,0.2925602815439719,1632.6634475209298,12,3,InhA_enzyme,CHEMBL3125246,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC3OB(O)c4ccccc43)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.46,1,IC50,O=C(NC1CC(C(=O)NCC2OBc3ccccc32)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L0bdf5bcd
480.5690000000002,1.4196000000000006,112.71,2,6,8,4,3,0.44,35,0,0.5043380500683842,1229.7527396373036,10,2,InhA_enzyme,CHEMBL3125284,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCN(C)C)N(C(=O)c3coc4ccccc34)C2)n(C)n1,6.77,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Ld6d15091
494.55200000000025,0.9941000000000012,138.57,3,6,8,4,3,0.4,36,0,0.3994496996005435,1295.090404488481,11,2,InhA_enzyme,CHEMBL3125286,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCNC(C)=O)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.7,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Lee932dc1
467.5260000000002,1.3331999999999993,129.7,3,6,8,4,3,0.4166666666666667,34,0,0.4583895288725146,1199.5526736115553,10,2,InhA_enzyme,CHEMBL3125104,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCO)N(C(=O)c3coc4ccccc34)C2)n(CC)n1,8.52,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L8631b1ee
467.5260000000002,1.5044,118.7,2,6,8,4,3,0.4166666666666667,34,0,0.4849483312275427,1199.5526736115553,10,2,InhA_enzyme,CHEMBL3125283,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCOC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.85,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L148e984b
531.5880000000002,3.2398000000000016,109.47,2,5,8,5,4,0.3103448275862069,39,0,0.3629188591921142,1509.6579671943634,10,2,InhA_enzyme,CHEMBL3125247,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCc3ccc(F)cc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.22,1,IC50,O=C(NC1CC(C(=O)NCCc2ccccc2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L0e10bef1
514.5860000000002,2.4957000000000003,122.36,2,6,8,5,4,0.3214285714285714,38,0,0.3726013100719362,1460.549813168296,10,2,InhA_enzyme,CHEMBL3125249,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCc3ccccn3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.6,1,IC50,O=C(NC1CC(C(=O)NCCc2ccccn2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,Lbbb5716c
528.6130000000002,2.978600000000001,122.36,2,6,9,5,4,0.3448275862068966,39,0,0.3444645897390211,1477.467686784644,10,2,InhA_enzyme,CHEMBL3125103,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCc3ccccn3)N(C(=O)c3coc4ccccc34)C2)n(CC)n1,8.4,1,IC50,O=C(NC1CC(C(=O)NCCc2ccccn2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,La6ddd527
567.568,4.077000000000003,109.47,2,5,7,5,4,0.3103448275862069,41,0,0.3499997996899699,1591.974464527769,12,2,InhA_enzyme,CHEMBL3125241,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccc(C(F)(F)F)cc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.38,1,IC50,O=C(NC1CC(C(=O)NCc2ccccc2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L61a0381f
503.5590000000003,2.959620000000001,122.61,2,6,7,5,4,0.3333333333333333,37,0,0.3998522048778943,1464.7003518733875,10,2,InhA_enzyme,CHEMBL3125262,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccc(C)o3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.68,1,IC50,O=C(NC1CC(C(=O)NCc2ccco2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,Ld536a94a
535.5510000000002,3.336400000000001,109.47,2,5,7,5,4,0.2857142857142857,39,0,0.3774266574629047,1562.5749822163368,11,2,InhA_enzyme,CHEMBL3125242,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccc(F)c(F)c3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.05,1,IC50,O=C(NC1CC(C(=O)NCc2ccccc2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,La78a54c3
583.567,3.956800000000003,118.7,2,6,8,5,4,0.3103448275862069,42,0,0.324380432193322,1611.866619111696,13,2,InhA_enzyme,CHEMBL3125240,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccc(OC(F)(F)F)cc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.3,1,IC50,O=C(NC1CC(C(=O)NCc2ccccc2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,La1f4607b
569.4270000000001,1.758799999999999,138.93,3,7,8,6,4,0.3333333333333333,42,0,0.275066390800222,1664.841193228743,12,2,InhA_enzyme,CHEMBL3125101,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccc4c(c3)B(O)OC4)N(C(=O)c3coc4ccccc34)C2)n(CC)n1,8.7,1,IC50,O=C(NC1CC(C(=O)NCc2ccc3c(c2)BOC3)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L35b44b46
499.57100000000025,3.058200000000001,109.47,2,5,7,5,4,0.2857142857142857,37,0,0.4062651289579606,1441.3205572471034,9,2,InhA_enzyme,CHEMBL3125239,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccccc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.39,1,IC50,O=C(NC1CC(C(=O)NCc2ccccc2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L70002d35
514.5860000000002,2.9361000000000006,122.36,2,6,8,5,4,0.3214285714285714,38,0,0.3728555534957755,1460.549813168296,10,2,InhA_enzyme,CHEMBL3125235,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccccn3)N(C(=O)c3coc4ccccc34)C2)n(CC)n1,8.7,1,IC50,O=C(NC1CC(C(=O)NCc2ccccn2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L7e96acbf
517.5900000000003,2.274599999999998,127.29,2,6,8,5,4,0.3703703703703703,38,0,0.3692046086780463,1483.4073254074715,11,2,InhA_enzyme,CHEMBL3125257,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccn(CC)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.5,1,IC50,O=C(NC1CC(C(=O)NCc2cc[nH]n2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,Lae880880
515.5740000000003,2.1566199999999984,135.25,2,7,7,5,4,0.3333333333333333,38,0,0.3850197240682578,1490.8708702802985,11,2,InhA_enzyme,CHEMBL3125243,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3cnc(C)cn3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.66,1,IC50,O=C(NC1CC(C(=O)NCc2cnccn2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,Lb0c6b154
505.53500000000025,1.749619999999999,148.39,2,8,7,5,4,0.36,37,0,0.3859225496367009,1468.9440657074667,12,2,InhA_enzyme,CHEMBL3125260,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3nc(C)no3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.15,1,IC50,O=C(NC1CC(C(=O)NCc2ncno2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,0,L1da87e57
519.5620000000002,2.232519999999999,148.39,2,8,8,5,4,0.3846153846153846,38,0,0.3600438805484919,1485.9682148197803,12,2,InhA_enzyme,CHEMBL3125102,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3nc(C)no3)N(C(=O)c3coc4ccccc34)C2)n(CC)n1,8.4,1,IC50,O=C(NC1CC(C(=O)NCc2ncno2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,0,Lac589502
540.5800000000002,3.1994000000000007,135.5,2,7,7,6,5,0.2758620689655172,40,0,0.3236163119213751,1699.9994624631213,11,2,InhA_enzyme,CHEMBL3125261,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3nc4ccccc4o3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.52,1,IC50,O=C(NC1CC(C(=O)NCc2nc3ccccc3o2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L9c61e992
490.52000000000027,2.0462,135.5,2,7,7,5,4,0.32,36,0,0.404670292309747,1405.4630628815785,11,2,InhA_enzyme,CHEMBL3125259,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ncco3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.3,1,IC50,O=C(NC1CC(C(=O)NCc2ncco2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L72ff17e5
506.58800000000025,2.5146999999999995,122.36,2,7,7,5,4,0.32,36,0,0.3972123577453851,1409.072703356015,11,2,InhA_enzyme,CHEMBL3125258,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3nccs3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.77,1,IC50,O=C(NC1CC(C(=O)NCc2nccs2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L34a759a1
543.6240000000001,2.4616,129.7,3,6,9,5,4,0.3333333333333333,40,0,0.2974688436338979,1511.2243824724007,10,3,InhA_enzyme,CHEMBL3125248,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)N[C@H](CO)Cc3ccccc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,6.95,1,IC50,O=C(NC1CC(C(=O)NCCc2ccccc2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L9f33fadf
490.52000000000027,2.676920000000001,135.5,2,7,6,5,4,0.32,36,0,0.4241171847276333,1450.011766321643,11,2,InhA_enzyme,CHEMBL3125250,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3cc(C)on3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.75,1,IC50,O=C(NC1CC(C(=O)Nc2ccon2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L4224fc4a
541.3730000000002,1.5981999999999998,138.93,3,7,6,6,4,0.2857142857142857,40,0,0.3153943991571184,1630.4015626660064,12,2,InhA_enzyme,CHEMBL3125245,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccc4c(c3)B(O)OC4)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.58,1,IC50,O=C(NC1CC(C(=O)Nc2ccc3c(c2)BOC3)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L4430116c
486.53200000000027,2.775500000000001,122.36,2,6,6,5,4,0.2692307692307692,36,0,0.4321825486855369,1426.7507949414496,10,2,InhA_enzyme,CHEMBL3125244,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccccn3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.96,1,IC50,O=C(NC1CC(C(=O)Nc2ccccn2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L9b6a02c0
489.5360000000003,2.113999999999999,127.29,2,6,6,5,4,0.32,36,0,0.4271277613481828,1449.4796973460038,11,2,InhA_enzyme,CHEMBL3125252,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccn(C)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.15,1,IC50,O=C(NC1CC(C(=O)Nc2cc[nH]n2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L0877b6a1
583.624,3.764400000000003,127.29,2,6,8,6,5,0.2580645161290322,43,0,0.2864615929177186,1805.987771142976,12,2,InhA_enzyme,CHEMBL3125255,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccn(Cc4ccc(F)cc4)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.3,1,IC50,O=C(NC1CC(C(=O)Nc2ccn(Cc3ccccc3)n2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,Lf4839ad5
504.55100000000033,1.991899999999999,140.18,2,7,7,5,4,0.36,37,0,0.3921893312957661,1468.2051906363067,12,2,InhA_enzyme,CHEMBL3125253,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3cnn(CC)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.52,1,IC50,O=C(NC1CC(C(=O)Nc2cn[nH]n2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,0,L2c167684
490.52000000000027,2.676920000000001,135.5,2,7,6,5,4,0.32,36,0,0.4241171847276333,1450.011766321643,11,2,InhA_enzyme,CHEMBL3125251,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3nc(C)co3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,8.05,1,IC50,O=C(NC1CC(C(=O)Nc2ncco2)N(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Laf2d7c0f
410.4300000000001,1.8264,117.67,2,5,5,4,3,0.3333333333333333,30,0,0.6625986514104752,1131.5768958754636,9,2,InhA_enzyme,CHEMBL3125275,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)O)N(C(=O)c3coc4ccccc34)C2)n(C)n1,5.89,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L46f70c5d
424.45700000000016,1.9148,106.67,1,6,5,4,3,0.3636363636363636,31,0,0.627372673597246,1147.9384676295697,9,2,InhA_enzyme,CHEMBL3125274,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)OC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,6.67,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Le93b252c
409.44600000000014,1.2270999999999994,123.46,2,5,5,4,3,0.3333333333333333,30,0,0.6559353738904696,1131.5768958754636,9,2,InhA_enzyme,CHEMBL3125279,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(N)=O)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.92,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Lfb4392d9
423.4730000000002,1.7099999999999993,123.46,2,5,6,4,3,0.3636363636363636,31,0,0.62469716350522,1147.9384676295697,9,2,InhA_enzyme,CHEMBL3125270,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(N)=O)N(C(=O)c3coc4ccccc34)C2)n(CC)n1,8.4,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L93f9ada6
410.359,6.293600000000005,28.16,1,3,4,4,3,0.3181818181818182,26,0,0.5476713106953204,899.1544650814764,4,0,InhA_enzyme,CHEMBL5406599,CCc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc(Br)ccc2n1,5.81,1,IC50,c1ccc2c(Nc3ccc(N4CCCCC4)cc3)ccnc2c1,1,1,La8037a0f
365.908,6.184500000000004,28.16,1,3,4,4,3,0.3181818181818182,26,0,0.5974855706704187,899.1544650814764,4,0,InhA_enzyme,CHEMBL5399436,CCc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc(Cl)ccc2n1,5.54,1,IC50,c1ccc2c(Nc3ccc(N4CCCCC4)cc3)ccnc2c1,1,1,Leff2a281
403.5260000000002,4.934100000000004,54.34,1,2,4,5,3,0.44,30,0,0.6711940762389297,1110.2274772275418,5,1,InhA_enzyme,CHEMBL213872,CCn1c2ccccc2c2cc(NC(=O)C3CC(=O)N(C4CCCCC4)C3)ccc21,5.59,1,IC50,O=C(Nc1ccc2[nH]c3ccccc3c2c1)C1CC(=O)N(C2CCCCC2)C1,0,1,Ld385c2ea
521.5590000000002,3.222900000000002,148.5,2,10,9,5,5,0.1666666666666666,37,0,0.296038999697028,1648.8624208828485,13,0,InhA_enzyme,CHEMBL5632202,CN(C)S(=O)(=O)c1ccc(NCc2cn(Cc3ccc(Oc4ccccc4)c(O)c3)nn2)c2nonc12,6.13,1,IC50,c1ccc(Oc2ccc(Cn3cc(CNc4cccc5nonc45)nn3)cc2)cc1,1,0,L8ec57dc1
382.5100000000001,3.836700000000002,40.620000000000005,0,5,5,3,2,0.15,26,0,0.4464563161152881,874.4440115241051,6,0,InhA_enzyme,CHEMBL4564531,CN(C)c1ccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc1,4.76,1,IC50,O=C(CN1C(=O)C(=Cc2ccccc2)SC1=S)c1ccccc1,0,1,L92777e44
426.5600000000003,4.988500000000005,40.620000000000005,0,2,4,6,3,0.4285714285714285,32,0,0.5517309286426768,1164.5070182593304,4,4,InhA_enzyme,CHEMBL426702,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CC3CCC2C3)C1,6.07,1,IC50,O=C(NCc1c2ccccc2cc2ccccc12)C1CC(=O)N(C2CC3CCC2C3)C1,0,1,Lb314275e
414.5490000000003,5.1326000000000045,40.620000000000005,0,2,4,5,3,0.4074074074074074,31,0,0.5552795806115952,1078.4942785477551,4,1,InhA_enzyme,CHEMBL217594,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCC2)C1,6.12,1,IC50,O=C(NCc1c2ccccc2cc2ccccc12)C1CC(=O)N(C2CCCCC2)C1,1,1,L4317196b
428.5760000000004,5.522700000000005,40.620000000000005,0,2,4,5,3,0.4285714285714285,32,0,0.4053233505935695,1092.5911825104824,4,1,InhA_enzyme,CHEMBL386329,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCCC2)C1,6.5,1,IC50,O=C(NCc1c2ccccc2cc2ccccc12)C1CC(=O)N(C2CCCCCC2)C1,1,1,L0c652f56
442.6030000000004,5.912800000000006,40.620000000000005,0,2,4,5,3,0.4482758620689655,33,0,0.4711896047034375,1108.713177197762,4,1,InhA_enzyme,CHEMBL414086,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCCCC2)C1,6.21,1,IC50,O=C(NCc1c2ccccc2cc2ccccc12)C1CC(=O)N(C2CCCCCCC2)C1,1,1,L3fc26858
432.52800000000025,2.053399999999998,83.36,1,5,7,4,3,0.3333333333333333,32,0,0.6179320769969953,1012.412592712514,8,0,InhA_enzyme,CHEMBL4163218,CNC(=O)CN(C(=O)Cc1ccc(-n2cccn2)cc1)C1CCN(c2ccccn2)CC1,6.33,2,IC50|Kd,O=C(Cc1ccc(-n2cccn2)cc1)NC1CCN(c2ccccn2)CC1,0,1,L87026a5a
509.64700000000033,4.341120000000003,78.51,2,4,8,4,3,0.3928571428571428,36,0,0.4742421036989818,1232.5706862192872,8,0,InhA_enzyme,CHEMBL4176028,CNC(=O)CN(Cc1ccc(F)cc1)C(=O)[C@H]1CC[C@@H](NC(=O)Cc2sc3ccccc3c2C)CC1,6.22,3,IC50|Kd,O=C(Cc1cc2ccccc2s1)NC1CCC(C(=O)NCc2ccccc2)CC1,1,1,Lb9ed1f1c
574.7470000000004,3.455320000000003,98.82,2,5,8,5,3,0.4375,41,0,0.4306695618820977,1413.5786456005662,9,1,InhA_enzyme,CHEMBL4167661,CNC(=O)CN1CCN(C(=O)[C@H]2CC[C@@H](NC(=O)Cc3sc4ccccc4c3C)CC2)[C@@H](Cc2ccccc2)C1=O,6.47,3,IC50|Kd,O=C(Cc1cc2ccccc2s1)NC1CCC(C(=O)N2CCNC(=O)C2Cc2ccccc2)CC1,1,1,L46375da9
588.7090000000003,2.3789000000000025,134.66000000000005,3,6,10,4,3,0.40625,43,0,0.3330440062181913,1402.2597634036083,11,4,InhA_enzyme,CHEMBL4167466,CNC(=O)[C@@H]1C[C@H](NC(=O)[C@@H](NC(=O)c2ccc(Cn3cccn3)cc2)[C@@H](C)OC(C)(C)C)CN1C(=O)c1ccccc1,4.92,3,IC50|Kd,O=C(CNC(=O)c1ccc(Cn2cccn2)cc1)NC1CCN(C(=O)c2ccccc2)C1,1,1,L191dcd28
526.6160000000003,5.460600000000005,91.41,3,7,9,5,4,0.2333333333333333,39,0,0.266766029942482,1395.4901815286712,9,0,InhA_enzyme,CHEMBL4163172,CNC(=O)c1cnc(NC2CCN(c3ccccn3)CC2)c(NCc2ccc(F)c(Oc3ccccc3)c2)c1,6.565,2,IC50|Kd,c1ccc(Oc2cccc(CNc3cccnc3NC3CCN(c4ccccn4)CC3)c2)cc1,2,1,Lb71b2c99
493.5200000000003,1.346000000000001,135.76999999999998,2,7,7,5,3,0.4,36,0,0.4743185434877859,1339.6633239639227,11,2,InhA_enzyme,CHEMBL3125265,COC(=O)CNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(C3CC3)nn2C)CN1C(=O)c1coc2ccccc12,7.82,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1cc(C2CC2)n[nH]1,0,1,L44c88616
346.3640000000002,3.1839000000000013,98.54,1,6,4,3,2,0.25,24,0,0.5206480435044752,842.9884705085542,8,0,InhA_enzyme,CHEMBL565062,COC(=O)c1c(NC(=O)c2ccccc2[N+](=O)[O-])sc2c1CCC2,5.74,1,IC50,O=C(Nc1cc2c(s1)CCC2)c1ccccc1,0,1,L0176e7e8
344.41100000000023,2.592900000000001,75.71,1,4,4,3,1,0.5263157894736842,25,0,0.8520220684026989,667.1428681220738,6,1,InhA_enzyme,CHEMBL217864,COC(=O)c1ccccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,4.46,1,IC50,O=C(Nc1ccccc1)C1CC(=O)N(C2CCCCC2)C1,0,1,L3c0fb781
345.40200000000004,3.9377800000000023,75.00999999999999,1,5,6,3,3,0.1904761904761904,26,0,0.5409104400878644,962.1472878391364,5,0,InhA_enzyme,CHEMBL3088171,COC(=O)c1cnc2ccc(C#N)cc2c1NCCCc1ccccc1,7.7,1,IC50,c1ccc(CCCNc2ccnc3ccccc23)cc1,0,1,Led42d2e8
429.5190000000002,3.796500000000002,65.07000000000001,0,7,7,3,2,0.1904761904761904,29,0,0.3768255658942947,962.8160160793574,8,0,InhA_enzyme,CHEMBL4552935,COc1cc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc(OC)c1OC,5.51,1,IC50,O=C(CN1C(=O)C(=Cc2ccccc2)SC1=S)c1ccccc1,0,1,L0352d5b8
345.8070000000001,4.115300000000004,58.89,1,4,3,3,2,0.0588235294117647,23,0,0.8501623368411464,831.2321660711168,6,0,InhA_enzyme,CHEMBL560683,COc1cc(Cl)cc(/C=C2/SC(c3ccccc3)=NC2=O)c1O,4.98,1,IC50,O=C1N=C(c2ccccc2)SC1=Cc1ccccc1,0,1,L408bcce3
320.7320000000001,3.8175200000000022,81.47,1,4,4,2,2,0.1333333333333333,22,0,0.6855472437718175,746.3174605907896,7,0,InhA_enzyme,CHEMBL540475,COc1cc(Cl)ccc1NC(=O)c1ccc(C)c([N+](=O)[O-])c1,5.3,1,IC50,O=C(Nc1ccccc1)c1ccccc1,0,1,Laf8d0d9b
384.398,3.833700000000003,58.64,1,3,4,3,1,0.5789473684210527,27,0,0.858323274430107,714.6416933298498,8,1,InhA_enzyme,CHEMBL216704,COc1cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)cc(C(F)(F)F)c1,5.89,1,IC50,O=C(Nc1ccccc1)C1CC(=O)N(C2CCCCC2)C1,0,1,L4ab71f20
